UNIQUE_ID,Overall_Rating,Technical_Skills,Teamwork,Customer_Service,Hire_Again,High_Performer,Protected_Group,Retained,Biodata_01,Biodata_02,Biodata_03,Biodata_04,Biodata_05,Biodata_06,Biodata_07,Biodata_08,Biodata_09,Biodata_10,Biodata_11,Biodata_12,Biodata_13,Biodata_14,Biodata_15,Biodata_16,Biodata_17,Biodata_18,Biodata_19,Biodata_20,SJ_Time_1,SJ_Time_2,SJ_Time_3,SJ_Time_4,SJ_Time_5,SJ_Time_6,SJ_Time_7,SJ_Time_8,SJ_Time_9,SJ_Most_1_score,SJ_Most_2_score,SJ_Most_3_score,SJ_Most_4_score,SJ_Most_5_score,SJ_Most_6_score,SJ_Most_7_score,SJ_Most_8_score,SJ_Most_9_score,SJ_Least_1_score,SJ_Least_2_score,SJ_Least_3_score,SJ_Least_4_score,SJ_Least_5_score,SJ_Least_6_score,SJ_Least_7_score,SJ_Least_8_score,SJ_Least_9_score,Scenario1_Time,Scenario2_Time,Scenario1_1_score,Scenario1_2_score,Scenario1_3_score,Scenario1_4_score,Scenario1_5_score,Scenario1_6_score,Scenario1_7_score,Scenario1_8_score,Scenario2_1_score,Scenario2_2_score,Scenario2_3_score,Scenario2_4_score,Scenario2_5_score,Scenario2_6_score,Scenario2_7_score,Scenario2_8_score,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13,SJ_Total_1_score,SJ_Total_2_score,SJ_Total_3_score,SJ_Total_4_score,SJ_Total_5_score,SJ_Total_6_score,SJ_Total_7_score,SJ_Total_8_score,SJ_Total_9_score,hasPerf,SJ_Sum,pred_high_perf,Filled_High_Performer
245161116,4.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,1.0,2.0,6.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,46.0,79.0,41.0,30.0,65.0,54.0,39.0,101.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,45.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.5,2.5,5.0,1.25,1.5,1.0,1.0,1.0,1.0,1.25,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1,10.0,1.0,1.0
233017353,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,38.0,25.0,19.0,34.0,30.0,20.0,23.0,15.0,29.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,2.5,4.0,3.25,6.0,1.0,1.0,1.0,1.0,2.5,1.0,1.25,1.0,2.0,1.0,2.0,0.0,1.0,-1.0,2.0,0.0,1,8.0,0.0,1.0
245028330,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,4.0,1.0,6.0,8.0,1.0,4.0,3.0,1.0,7.0,1.0,1.0,4.0,6.0,4.0,4.0,2.0,7.0,7.0,4.0,1.0,26.0,16.0,20.0,35.0,36.0,38.0,30.0,49.0,103.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,70.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.25,2.25,2.25,2.0,3.5,2.25,2.5,2.25,2.5,2.5,2.5,3.0,1.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1,-2.0,0.0,1.0
245071257,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,3.0,3.0,5.0,7.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,7.0,7.0,5.0,1.0,49.0,57.0,68.0,112.0,47.0,32.0,41.0,35.0,46.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,61.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,3.0,1.25,2.5,4.25,1.75,2.75,1.0,1.5,2.5,1.75,3.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.0,0.0,1.0
245079668,4.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,8.0,4.0,7.0,1.0,1.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,1.0,47.0,35.0,25.0,66.0,28.0,24.0,40.0,30.0,48.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.5,2.0,4.0,5.0,1.25,1.75,1.0,1.0,2.0,1.0,2.5,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1,9.0,1.0,1.0
245169436,3.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,7.0,5.0,1.0,36.0,63.0,64.0,200.0,80.0,113.0,325.0,57.0,124.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,83.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.25,1.5,2.25,3.25,4.5,1.0,2.75,1.0,1.25,4.0,1.5,2.75,1.0,2.0,-2.0,2.0,2.0,2.0,1.0,0.0,1.0,1,9.0,0.0,1.0
245041866,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,7.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,1.0,49.0,84.0,113.0,63.0,63.0,37.0,64.0,74.0,124.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,5.0,1.75,4.0,4.0,1.0,2.5,6.0,1.0,2.5,1.0,1.0,3.25,1.0,1.25,0.0,-1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7.0,1.0,1.0
245135095,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,6.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,50.0,131.0,70.0,75.0,41.0,45.0,31.0,63.0,76.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,72.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.75,2.75,1.0,2.25,4.75,1.25,2.5,1.75,1.5,2.0,1.5,2.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1,10.0,0.0,1.0
245001949,4.5,4.0,4.5,4.5,5.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.1428571428571432,6.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,7.0,6.0,2.0,1.0,61.0,91.0,50.0,45.0,93.0,43.0,40.0,65.0,88.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,4.0,2.25,1.0,4.0,4.75,1.0,3.0,1.0,1.0,1.0,1.0,1.25,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1,11.0,1.0,1.0
245129790,3.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,7.0,4.0,1.0,44.0,70.0,114.0,52.0,41.0,35.0,30.0,47.0,63.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,52.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,3.5,4.0,2.0,3.25,5.0,1.25,3.75,1.0,1.0,3.25,1.0,2.25,1.0,2.0,-2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,11.0,0.0,1.0
245170849,3.0,3.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,7.0,7.0,4.0,1.0,52.0,36.0,44.0,32.0,100.0,21.0,51.0,37.0,80.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,64.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,2.25,2.75,1.25,1.5,4.0,1.0,2.0,3.0,1.5,1.75,2.5,2.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1,14.0,0.0,1.0
245059643,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,42.0,82.0,94.0,76.0,48.0,31.0,20.0,77.0,75.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.25,4.0,5.25,1.0,1.0,1.0,1.0,3.0,1.0,1.25,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,10.0,1.0,1.0
241462020,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,7.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,7.0,1.0,31.0,57.0,74.0,44.0,40.0,41.0,32.0,33.0,41.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.25,2.0,2.0,1.0,2.0,1.0,-1.0,0.0,1.0,0.0,1,8.0,1.0,1.0
244954666,4.0,3.0,3.0,4.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,38.0,36.0,29.0,54.0,34.0,29.0,30.0,30.0,48.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.75,2.75,1.5,1.0,3.5,1.75,2.0,2.5,2.0,2.75,2.75,2.25,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,13.0,0.0,1.0
245017264,3.0,3.0,4.0,4.0,5.0,1.0,0.0,1.0,5.0,1.0,3.0,7.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,7.0,7.0,4.0,1.0,37.0,58.0,93.0,92.0,42.0,118.0,55.0,55.0,107.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,115.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.25,4.0,2.0,3.0,2.25,5.75,1.0,3.0,1.0,1.0,3.0,1.25,2.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1,9.0,0.0,1.0
245187696,5.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,45.0,49.0,66.0,47.0,52.0,33.0,39.0,30.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.5,3.0,1.75,4.0,5.75,1.0,2.0,1.0,1.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1,10.0,1.0,1.0
245070334,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,7.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,56.0,119.0,116.0,120.0,75.0,94.0,21.0,82.0,71.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,80.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,4.0,4.0,3.0,4.0,5.0,1.2142857142857142,2.1785714285714284,1.75,1.0,1.0,1.25,1.5,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,15.0,1.0,1.0
245142321,4.5,4.0,4.5,4.5,5.0,1.0,0.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,7.0,2.0,3.0,1.0,149.0,284.0,96.0,87.0,142.0,133.0,97.0,116.0,256.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,67.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.25,2.75,2.0,1.25,4.0,1.75,1.75,2.0,2.0,3.0,1.75,2.5,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1,12.0,1.0,1.0
244976011,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,7.0,6.0,1.0,135.0,141.0,52.0,111.0,44.0,35.0,63.0,40.0,103.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,163.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,2.0,3.75,1.75,4.25,1.0,2.5,1.0,2.75,4.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,8.0,0.0,1.0
245090266,4.0,4.0,3.0,3.0,5.0,1.0,0.0,1.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,29.0,88.0,37.0,59.0,24.0,37.0,29.0,33.0,115.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.5,4.0,5.0,1.0,2.0,1.0,1.0,2.5,1.0,2.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1,10.0,1.0,1.0
245136620,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,7.0,6.0,3.0,1.0,32.0,44.0,46.0,32.0,41.0,56.0,32.0,45.0,75.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,62.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.75,4.0,2.5,4.0,1.0,1.75,1.0,1.75,3.25,1.75,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,7.0,0.0,1.0
245051530,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,101.0,39.0,90.0,156.0,24.0,75.0,32.0,99.0,163.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,4.0,3.75,1.5,4.0,5.75,1.0,3.0,1.0,1.0,1.25,1.0,1.5,2.0,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,9.0,1.0,1.0
245046149,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.571428571428572,7.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,7.0,2.0,1.0,46.0,45.0,159.0,140.0,61.0,192.0,104.0,89.0,58.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,129.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.5,2.75,1.75,1.0,5.5,1.0,2.0,1.0,1.75,3.75,2.25,1.75,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1,8.0,0.0,1.0
245030600,3.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,6.0,5.0,6.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,5.0,1.0,1.0,102.0,47.0,89.0,127.0,74.0,129.0,36.0,248.0,107.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,54.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,4.0,3.25,1.5,2.5,5.0,1.25,3.25,1.0,1.0,2.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1,10.0,1.0,1.0
244988217,4.0,5.0,4.0,5.0,5.0,1.0,0.0,1.0,3.0,7.0,5.0,4.0,2.0,3.0,2.0,1.0,7.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,6.0,1.0,37.0,76.0,56.0,217.0,120.0,65.0,71.0,96.0,115.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,86.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.75,1.75,2.0,3.0,5.25,1.75,3.5,1.25,1.0,2.75,2.0,1.75,2.0,0.0,-1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,10.0,0.0,1.0
242819298,4.0,4.0,5.0,5.0,5.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,6.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,46.0,49.0,23.0,37.0,22.0,24.0,15.0,41.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,12.0,1.0,1.0
245057489,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,1.0,56.0,256.0,65.0,77.0,46.0,133.0,70.0,65.0,431.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,50.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,3.25,2.75,3.0,5.25,1.0,1.75,1.0,1.25,1.75,1.0,1.75,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1,12.0,1.0,1.0
245164488,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,63.0,64.57142857142857,120.28571428571428,74.0,30.0,172.0,34.0,60.0,48.0,0.0,0.2857142857142857,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7142857142857143,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.0,72.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.25,4.0,1.0,3.25,5.0,1.0,2.75,1.25,1.25,1.5,2.5,2.5,1.0,1.0,0.8571428571428571,2.0,2.0,2.0,2.0,2.0,0.0,1,12.857142857142858,1.0,1.0
245128796,3.0,3.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,5.0,3.0,6.0,1.0,2.0,4.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,102.0,31.0,22.0,93.0,16.0,37.0,38.0,31.0,41.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,2.75,1.0,1.5,4.25,1.0,1.25,1.0,1.25,2.75,1.5,2.5,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1,12.0,1.0,1.0
245081702,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,7.0,7.0,4.0,1.0,35.0,43.0,69.0,232.0,26.0,41.0,28.0,37.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.75,3.25,3.25,3.5,4.0,1.25,1.75,1.0,1.5,2.75,2.0,2.25,1.0,2.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,14.0,1.0,1.0
245089092,4.0,4.0,4.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,35.0,29.0,58.0,67.0,30.0,54.0,61.0,92.0,82.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,52.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,5.5,1.0,4.0,1.0,1.0,1.75,1.0,1.25,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1,12.0,1.0,1.0
245155760,4.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,7.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,6.0,4.0,1.0,38.0,48.0,34.0,26.0,37.0,41.0,20.0,56.0,56.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.25,3.0,1.0,5.5,1.0,1.5,1.0,1.0,3.25,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1,9.0,1.0,1.0
