UNIQUE_ID,Biodata_01,Biodata_02,Biodata_03,Biodata_04,Biodata_05,Biodata_06,Biodata_07,Biodata_08,Biodata_09,Biodata_10,Biodata_11,Biodata_12,Biodata_13,Biodata_14,Biodata_15,Biodata_16,Biodata_17,Biodata_18,Biodata_19,Biodata_20,SJ_Time_1,SJ_Time_2,SJ_Time_3,SJ_Time_4,SJ_Time_5,SJ_Time_6,SJ_Time_7,SJ_Time_8,SJ_Time_9,SJ_Most_1_score,SJ_Most_2_score,SJ_Most_3_score,SJ_Most_4_score,SJ_Most_5_score,SJ_Most_6_score,SJ_Most_7_score,SJ_Most_8_score,SJ_Most_9_score,SJ_Least_1_score,SJ_Least_2_score,SJ_Least_3_score,SJ_Least_4_score,SJ_Least_5_score,SJ_Least_6_score,SJ_Least_7_score,SJ_Least_8_score,SJ_Least_9_score,Scenario1_Time,Scenario2_Time,Scenario1_1_score,Scenario1_2_score,Scenario1_3_score,Scenario1_4_score,Scenario1_5_score,Scenario1_6_score,Scenario1_7_score,Scenario1_8_score,Scenario2_1_score,Scenario2_2_score,Scenario2_3_score,Scenario2_4_score,Scenario2_5_score,Scenario2_6_score,Scenario2_7_score,Scenario2_8_score,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13,SJ_Total_1_score,SJ_Total_2_score,SJ_Total_3_score,SJ_Total_4_score,SJ_Total_5_score,SJ_Total_6_score,SJ_Total_7_score,SJ_Total_8_score,SJ_Total_9_score,Overall_Rating,hasPerf
245102007,2.0,4.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,43.0,20.0,41.0,26.0,19.0,25.0,20.0,54.0,35.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,58.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.25,1.5,1.0,5.0,1.0,2.25,1.0,1.25,3.0,1.75,1.25,2.0,1.0,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,,0
245196538,2.0,4.0,3.0,7.0,1.0,2.0,3.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,7.0,7.0,4.0,1.0,56.0,64.0,59.0,107.0,42.0,31.0,57.0,53.0,47.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,68.0,127.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3.25,3.5,2.0,3.0,4.25,2.0,2.5,1.0,1.75,3.25,3.25,3.25,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,,0
245181016,1.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,3.5714285714285716,1.0,58.0,72.0,54.0,52.0,62.0,42.0,40.0,69.0,65.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.25,4.0,6.0,1.0,2.75,1.0,1.0,1.0,1.0,1.5,-1.0,-1.0,-1.0,1.0,1.0,2.0,1.0,0.0,0.0,,0
245090762,6.0,1.0,2.0,8.0,1.0,2.0,6.0,1.0,7.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,7.0,7.0,4.0,1.0,134.0,121.0,80.0,103.0,62.0,97.0,40.0,57.0,87.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,66.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.5,3.75,2.0,3.75,4.0,1.25,2.5,1.5,1.25,2.0,2.25,2.0714285714285716,1.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,,0
245091951,4.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,5.0,1.0,45.0,47.0,55.0,37.0,31.0,32.0,24.0,39.0,85.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,188.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.75,2.0,4.5,2.25,2.75,1.75,2.75,3.25,2.5,2.25,2.0,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,0.0,,0
245133544,2.0,3.0,3.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,38.0,29.0,40.0,38.0,65.0,36.0,53.0,71.0,83.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,72.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.25,2.75,2.25,1.5,5.0,1.75,2.5,1.75,1.75,2.0,2.0,3.0,1.0,-1.0,0.0,-2.0,2.0,1.0,2.0,0.0,0.0,,0
243026936,1.0,3.0,3.0,1.0,2.0,1.0,1.0,6.0,6.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,6.0,2.0,1.0,77.0,72.0,53.0,69.0,85.0,59.0,73.0,71.0,79.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,108.0,195.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.75,3.5,2.25,3.0,3.25,3.75,1.0,3.25,1.0,1.25,2.75,1.5,1.75,1.0,0.0,1.0,1.0,2.0,2.0,1.0,-1.0,0.0,,0
245057316,1.0,1.0,5.0,3.0,1.0,2.0,1.0,6.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,5.0,1.0,86.0,77.0,84.0,128.0,64.0,89.0,73.0,172.0,148.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,117.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,3.25,3.0,2.0,2.5,4.5,1.5,2.75,2.25,1.25,3.0,2.5,3.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,1.0,0.0,,0
245067678,2.0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,93.0,38.0,54.0,39.0,56.0,56.0,44.0,71.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,90.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,3.5,3.5,3.75,4.75,1.0,3.0,1.0,1.25,2.75,1.25,2.5,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,,0
245166152,2.0,3.0,5.0,1.0,2.0,1.0,1.0,8.0,6.0,5.0,1.0,1.0,4.0,2.0,1.0,5.0,3.0,6.0,7.0,1.0,100.0,47.0,66.0,169.0,121.0,63.0,57.0,106.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,49.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.25,1.75,4.0,5.25,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,,0
126151038,2.0,3.0,5.0,1.0,3.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,6.0,1.0,39.0,51.0,53.0,51.0,29.0,34.0,39.0,28.0,88.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,4.0,1.0,4.0,5.25,1.0,3.5,1.0,1.0,1.0,1.0,1.75,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,,0
244956242,1.0,5.0,5.0,5.0,1.0,1.0,1.0,6.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,115.0,129.0,109.0,149.0,67.0,94.0,164.0,116.0,78.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,65.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.25,4.0,1.0,3.25,5.0,1.0,2.0,1.0,1.0,1.0,1.75,2.5,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,,0
245165734,4.0,1.0,3.0,7.0,1.0,4.0,4.0,1.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,7.0,5.0,1.0,25.0,33.0,89.0,18.0,37.0,20.0,24.0,39.0,32.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,80.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.0,2.0,2.0,1.25,3.75,1.5,2.75,1.25,2.5,2.5,2.25,4.25,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,0
245031549,1.0,5.0,3.0,5.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,33.0,36.0,40.0,433.0,98.0,51.0,124.0,435.0,95.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,43.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,4.0,3.25,1.75,3.25,4.75,1.0,2.0,1.0,1.0,3.25,1.0,2.0,1.0,2.0,-1.0,2.0,2.0,2.0,1.0,2.0,0.0,,0
245226045,3.0,3.0,5.0,3.0,2.0,3.0,3.0,6.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,56.0,41.0,55.0,59.0,31.0,30.0,39.0,38.0,52.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.5,4.0,1.0,4.0,4.5,1.0,3.25,1.0,1.25,1.25,1.0,1.5,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,,0
245166680,1.0,3.0,5.0,4.0,2.0,1.0,2.0,6.0,2.0,5.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,1.0,41.0,38.0,22.0,32.0,23.0,57.0,20.0,40.0,28.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,45.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.3214285714285716,3.25,2.0,2.5,4.714285714285714,1.0,1.0,1.0,1.0,2.5,2.0,2.2857142857142856,1.0,2.0,2.0,2.0,1.0,2.0,-1.0,1.0,0.0,,0
245124740,1.0,1.0,5.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,7.0,7.0,1.0,1.0,43.0,162.0,59.0,277.0,217.0,127.0,24.0,50.0,104.0,1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,82.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.25,4.0,1.0,4.0,5.5,1.0,2.25,1.0,1.0,1.0,1.0,2.75,1.0,1.0,2.0,1.0,2.0,-2.0,1.0,0.0,0.0,,0
245151354,2.0,7.0,5.0,1.0,2.0,2.0,2.0,7.0,5.0,6.0,1.0,2.0,6.0,2.0,2.0,5.0,2.0,5.0,1.0,1.0,35.0,49.0,38.0,84.0,66.0,74.0,21.0,30.0,37.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,63.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,4.0,2.75,4.0,1.5,4.75,1.0,1.5,1.0,1.5,2.25,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0
242758897,1.0,3.0,5.0,2.0,2.0,1.0,1.0,7.0,4.0,5.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,4.0,3.0,1.0,90.0,52.0,110.0,44.0,52.0,192.0,31.0,74.0,101.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,26.0,211.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,,0
245195133,2.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,4.0,4.0,1.0,32.0,34.0,319.0,49.0,43.0,52.0,14.0,19.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,51.0,181.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,5.0,1.75,4.0,2.0,1.0,1.75,5.5,1.0,2.25,1.0,1.5,4.0,1.5,2.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0
245175161,2.0,3.0,6.0,2.0,1.0,2.0,2.0,7.0,4.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,6.0,1.0,111.0,127.0,135.0,70.0,60.0,73.0,80.0,73.0,68.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,138.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2.25,1.25,1.5,5.5,1.75,1.25,1.25,1.25,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,,0
245093196,3.0,4.0,6.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,7.0,2.0,4.0,1.0,31.0,42.0,88.0,136.0,23.0,57.0,22.0,49.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.25,3.25,2.5,2.0,2.5,4.5,1.5,2.4285714285714284,2.0,1.5,3.0,1.75,2.25,1.0,2.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,,0
245179789,2.0,6.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,33.0,36.0,63.0,55.0,32.0,25.0,24.0,31.0,39.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.75,3.25,2.5,1.25,4.0,4.5,1.0,1.75,1.0,1.0,3.25,2.5,2.0,0.0,0.0,1.0,-1.0,1.0,1.0,2.0,2.0,2.0,,0
244940132,3.0,3.0,5.0,3.0,2.0,3.0,3.0,6.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,91.0,28.0,37.0,78.0,37.0,32.0,35.0,43.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,24.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,4.0,4.0,1.8571428571428572,4.0,4.5,1.4285714285714286,2.5357142857142856,1.4285714285714286,1.0,3.2142857142857144,1.0,2.25,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,,0
245129649,1.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,5.0,3.0,1.0,28.0,25.0,42.0,38.0,53.0,18.0,18.0,26.0,35.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3.5,4.0,1.0,3.25,5.0,1.0,2.75,1.0,1.75,2.25,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,,0
236698490,2.0,3.0,5.0,1.0,2.0,3.0,3.0,7.0,2.0,6.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,6.0,4.0,1.0,51.0,105.0,75.0,87.0,47.0,51.0,82.0,76.0,78.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,127.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.25,2.25,2.0,1.0,4.5,1.5,2.0,1.25,2.0,3.25,1.25,2.75,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,,0
245139317,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,3.0,1.0,2.0,3.0,2.0,23.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,54.0,25.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,3.25,3.5,2.25,1.0,1.0,5.25,1.0,1.75,1.0,1.75,2.25,1.75,4.25,1.0,-1.0,1.0,1.0,2.0,1.0,-1.0,2.0,2.0,,0
245187519,4.0,3.0,4.0,7.0,1.0,4.0,4.0,1.0,7.0,1.0,1.0,3.0,6.0,4.0,4.0,2.0,7.0,7.0,5.0,1.0,27.0,50.0,29.0,37.0,21.0,80.0,21.0,82.0,28.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.5,3.25,1.75,3.25,1.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,1.75,2.0,0.0,1.0,0.0,2.0,-1.0,1.0,1.0,1.0,,0
244968095,2.0,3.0,3.0,6.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,384.0,237.0,178.0,114.0,86.0,55.0,31.0,111.0,203.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.25,3.75,2.0,2.5,4.25,1.25,2.25,1.75,1.5,1.75,2.0,1.75,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,,0
245060055,1.0,4.0,2.0,5.0,1.0,2.0,2.0,6.0,4.285714285714286,4.0,1.1428571428571428,3.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,98.0,61.0,71.0,83.0,47.0,44.0,54.0,41.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.5,3.75,1.0,2.0,3.25,2.0,2.5,1.0,1.0,2.0,1.75,1.75,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0
244964945,2.0,1.0,3.0,6.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,2.0,7.0,1.0,34.0,64.0,25.0,30.0,37.0,19.0,21.0,21.0,56.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,4.0,2.0,3.5,4.25,1.5,1.75,1.75,1.0,1.0,1.75,1.75,1.0,1.0,-1.0,1.0,2.0,2.0,1.0,1.0,0.0,,0
245205120,2.0,3.0,5.0,5.0,2.0,1.0,2.0,6.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,1.0,85.0,79.0,112.0,90.0,59.0,41.0,49.0,144.0,135.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,53.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,5.5,1.0,1.5,1.0,1.0,1.0,1.0,1.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,,0
245028135,4.0,1.0,6.0,7.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,7.0,7.0,3.0,1.0,69.0,85.0,55.0,60.0,40.0,126.0,27.0,60.0,159.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.75,2.5,1.5,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,,0
245113960,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,39.0,31.0,44.0,62.0,35.0,37.0,23.0,56.0,96.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,45.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.5,4.0,3.0,3.75,5.25,1.25,2.5,1.0,1.25,2.25,1.75,1.25,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,0
245081230,3.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,6.0,1.0,64.0,70.0,55.0,41.0,32.0,59.0,43.0,52.0,79.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,26.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,2.75,2.75,3.0,4.25,1.75,2.25,1.25,2.0,3.5,2.75,2.25,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,,0
244957163,4.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,6.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,2.0,1.0,123.0,162.0,94.0,77.0,39.0,129.0,65.0,67.0,56.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,43.0,139.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,2.75,2.25,3.75,3.75,1.75,3.25,1.0,1.5,3.25,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,,0
