UNIQUE_ID,Overall_Rating,Technical_Skills,Teamwork,Customer_Service,Hire_Again,High_Performer,Protected_Group,Retained
245101490,,,,,,,0,0
244443046,,,,,,,0,0
244994588,,,,,,,1,1
245040550,,,,,,,1,1
244992123,,,,,,,1,1
245230858,,,,,,,0,0
245274156,,,,,,,1,0
235911843,,,,,,,0,0
244961300,,,,,,,0,0
245106645,,,,,,,0,1
245102255,,,,,,,0,1
245102378,,,,,,,0,0
244974762,,,,,,,0,1
245097303,,,,,,,0,0
130671865,,,,,,,0,1
245113555,,,,,,,0,1
245190579,,,,,,,1,0
238524426,,,,,,,0,0
245096073,,,,,,,0,0
244957242,,,,,,,0,1
244988088,,,,,,,0,0
245225864,,,,,,,0,0
245124875,,,,,,,0,0
245010880,,,,,,,0,1
245051254,,,,,,,1,1
245016312,,,,,,,1,0
245202167,,,,,,,0,1
245070345,,,,,,,1,1
245177132,,,,,,,0,1
232592022,,,,,,,0,1
245146667,,,,,,,1,1
245154479,,,,,,,0,1
245216510,,,,,,,1,0
245073807,,,,,,,0,0
244929991,,,,,,,0,1
244977551,,,,,,,1,1
245040863,,,,,,,1,0
245042243,,,,,,,1,0
245057241,,,,,,,1,1
245231944,,,,,,,0,0
244936680,,,,,,,0,1
244973986,,,,,,,0,1
245154711,,,,,,,0,1
245177179,,,,,,,0,0
245187466,,,,,,,0,0
244969029,,,,,,,0,1
245090437,,,,,,,0,1
244959428,,,,,,,0,1
245001743,,,,,,,1,0
245165018,,,,,,,0,1
245107202,,,,,,,0,0
245049045,,,,,,,0,1
244956477,,,,,,,1,0
244936220,,,,,,,0,0
236920603,,,,,,,0,0
245037281,,,,,,,0,0
245213814,,,,,,,0,0
245027901,,,,,,,0,1
244957043,,,,,,,1,0
245267649,,,,,,,0,0
244980722,,,,,,,0,1
245108203,,,,,,,1,0
245155782,,,,,,,0,1
245265067,,,,,,,0,0
245096543,,,,,,,0,1
245184488,,,,,,,0,1
245100325,,,,,,,1,1
245123686,,,,,,,0,1
245007704,,,,,,,0,1
245063866,,,,,,,1,0
245027943,,,,,,,0,1
245080661,,,,,,,0,0
244965027,,,,,,,1,1
245122219,,,,,,,1,0
245190571,,,,,,,1,0
245265881,,,,,,,1,0
245141172,,,,,,,0,0
245069601,,,,,,,0,1
244981698,,,,,,,0,1
245145690,,,,,,,1,1
245190519,,,,,,,0,0
124723353,,,,,,,0,0
244988673,,,,,,,0,1
245039400,,,,,,,1,1
245264089,,,,,,,0,0
245113483,,,,,,,0,0
245200874,,,,,,,1,0
125225607,,,,,,,1,0
245046186,,,,,,,0,1
245154674,,,,,,,1,1
245095619,,,,,,,0,0
245000389,,,,,,,0,1
245225633,,,,,,,0,0
245224831,,,,,,,0,0
244948896,,,,,,,0,1
245063970,,,,,,,0,0
124390189,,,,,,,0,0
124788260,,,,,,,0,1
245230978,,,,,,,0,0
244959353,,,,,,,0,0
245255690,,,,,,,1,0
230941624,,,,,,,0,0
245136587,,,,,,,0,1
245206417,,,,,,,1,0
245134612,,,,,,,1,0
245008127,,,,,,,1,1
243301385,,,,,,,0,0
245192325,,,,,,,1,0
233030023,,,,,,,0,0
245133747,,,,,,,0,1
245146696,,,,,,,0,0
233276775,,,,,,,1,0
245124479,,,,,,,0,1
244981476,,,,,,,1,1
245219199,,,,,,,1,0
245260461,,,,,,,0,0
245248724,,,,,,,0,0
245116671,,,,,,,0,0
245166899,,,,,,,1,0
245035707,,,,,,,1,1
245280981,,,,,,,1,0
244999153,,,,,,,0,0
244952251,,,,,,,0,0
245124941,,,,,,,1,0
244989794,,,,,,,1,1
245179763,,,,,,,1,0
245133956,,,,,,,0,0
245084295,,,,,,,0,0
245107464,,,,,,,0,1
245025995,,,,,,,0,1
245114870,,,,,,,0,1
245274532,,,,,,,0,0
244936167,,,,,,,0,0
240117965,,,,,,,1,0
237861024,,,,,,,0,1
244987827,,,,,,,0,0
245169348,,,,,,,0,0
245171297,,,,,,,0,0
245180298,,,,,,,0,0
244988135,,,,,,,1,1
244977594,,,,,,,0,0
245117998,,,,,,,1,1
245134934,,,,,,,0,1
244597955,,,,,,,0,0
244966907,,,,,,,0,0
244997353,,,,,,,0,1
245127962,,,,,,,0,1
230439533,,,,,,,0,0
244989780,,,,,,,0,1
245010617,,,,,,,1,0
244957095,,,,,,,0,1
244978245,,,,,,,1,0
245097697,,,,,,,0,0
245070665,,,,,,,0,1
245033082,,,,,,,1,1
245146473,,,,,,,0,0
245016548,,,,,,,0,1
245231600,,,,,,,0,0
245161182,,,,,,,1,1
245193025,,,,,,,0,0
244963842,,,,,,,1,0
244961697,,,,,,,0,1
244991045,,,,,,,0,1
245250542,,,,,,,0,0
245064081,,,,,,,0,1
240972049,,,,,,,0,1
245240705,,,,,,,0,0
245066056,,,,,,,1,0
245047337,,,,,,,0,0
245120809,,,,,,,0,1
245084021,,,,,,,0,0
128310560,,,,,,,1,0
244945524,,,,,,,0,0
245207146,,,,,,,0,0
245114825,,,,,,,0,0
244950171,,,,,,,1,1
245109062,,,,,,,0,0
245120409,,,,,,,0,1
245226550,,,,,,,0,0
245021112,,,,,,,0,0
244997932,,,,,,,1,1
245268940,,,,,,,1,0
245032042,,,,,,,0,1
245116772,,,,,,,1,0
124874576,,,,,,,0,0
245236021,,,,,,,0,0
245026898,,,,,,,0,1
245174977,,,,,,,0,1
245226852,,,,,,,1,0
244991119,,,,,,,0,0
244979207,,,,,,,0,1
245236014,,,,,,,1,0
245086870,,,,,,,0,1
245012041,,,,,,,1,0
239612817,,,,,,,0,0
245033337,,,,,,,0,1
245246875,,,,,,,1,0
245037188,,,,,,,0,1
123958929,,,,,,,1,0
245138755,,,,,,,0,1
245079398,,,,,,,0,1
245236846,,,,,,,0,0
121444348,,,,,,,1,0
245196044,,,,,,,0,0
244974564,,,,,,,0,1
245194576,,,,,,,0,0
245135329,,,,,,,1,0
245150677,,,,,,,0,0
244254312,,,,,,,0,1
245138669,,,,,,,0,1
244957376,,,,,,,1,1
245057290,,,,,,,0,1
245107476,,,,,,,0,1
244927946,,,,,,,1,1
245112109,,,,,,,1,1
245041469,,,,,,,0,1
245009699,,,,,,,1,0
245073477,,,,,,,1,1
245144539,,,,,,,0,1
245150353,,,,,,,1,0
245057674,,,,,,,1,0
245176415,,,,,,,0,1
237144697,,,,,,,0,0
244972461,,,,,,,1,1
245033018,,,,,,,0,0
245215829,,,,,,,0,0
231108876,,,,,,,0,0
245102433,,,,,,,1,0
245043376,,,,,,,0,1
244999053,,,,,,,0,1
245109641,,,,,,,0,0
245006785,,,,,,,1,0
245022115,,,,,,,0,1
245060720,,,,,,,0,0
244957295,,,,,,,1,1
245225039,,,,,,,1,0
245102858,,,,,,,0,1
245160221,,,,,,,0,1
244981029,,,,,,,1,1
244930048,,,,,,,0,1
245054408,,,,,,,1,0
245198103,,,,,,,1,1
245261044,,,,,,,0,0
245224537,,,,,,,1,0
245141411,,,,,,,1,1
244986015,,,,,,,0,1
245240854,,,,,,,1,0
245026733,,,,,,,0,1
245152687,,,,,,,0,1
245129454,,,,,,,0,1
245178807,,,,,,,0,1
245025334,,,,,,,0,1
245046395,,,,,,,0,1
245057484,,,,,,,0,0
245077846,,,,,,,0,0
245213269,,,,,,,0,0
245061331,,,,,,,0,1
245079557,,,,,,,0,0
244967051,,,,,,,0,1
245205921,,,,,,,1,0
245040889,,,,,,,0,0
245152226,,,,,,,0,0
245262818,,,,,,,0,0
245098060,,,,,,,0,1
245089692,,,,,,,0,1
245093846,,,,,,,0,1
236054446,,,,,,,0,0
245187665,,,,,,,0,1
245173371,,,,,,,0,0
245146558,,,,,,,0,1
245096885,,,,,,,0,0
245118660,,,,,,,0,1
240280627,,,,,,,1,1
245087109,,,,,,,0,0
245152547,,,,,,,0,1
245083719,,,,,,,1,0
245180254,,,,,,,0,1
245114506,,,,,,,0,1
245241498,,,,,,,0,0
245098286,,,,,,,0,1
245061608,,,,,,,1,1
123032329,,,,,,,0,0
239254399,,,,,,,0,0
237367311,,,,,,,0,0
244934734,,,,,,,1,0
245148669,,,,,,,0,1
245254346,,,,,,,1,0
245016445,,,,,,,0,0
245160852,,,,,,,0,0
245084784,,,,,,,1,1
245154901,,,,,,,1,1
245011061,,,,,,,0,1
245170556,,,,,,,0,0
245112878,,,,,,,0,0
245014657,,,,,,,0,1
245147631,,,,,,,1,1
245251285,,,,,,,0,0
238279866,,,,,,,0,1
245119409,,,,,,,0,0
244926888,,,,,,,0,0
245049928,,,,,,,0,0
245001216,,,,,,,0,1
121741851,,,,,,,0,0
245165521,,,,,,,0,1
245115014,,,,,,,1,1
245087070,,,,,,,0,0
245041138,,,,,,,0,1
245101314,,,,,,,1,1
245063758,,,,,,,0,1
245201947,,,,,,,0,1
245075624,,,,,,,0,0
245190497,,,,,,,1,1
245084104,,,,,,,0,1
244975339,,,,,,,0,1
245117904,,,,,,,0,1
245067315,,,,,,,0,1
245080471,,,,,,,0,1
245237261,,,,,,,1,0
245152738,,,,,,,1,1
245043371,,,,,,,0,1
245169802,,,,,,,0,1
230178481,,,,,,,0,1
245044279,,,,,,,0,1
245203369,,,,,,,1,0
244989472,,,,,,,0,0
245176693,,,,,,,0,1
245041090,,,,,,,0,0
245040447,,,,,,,0,0
245180119,,,,,,,1,0
245208141,,,,,,,0,0
232190707,,,,,,,0,1
245134362,,,,,,,0,0
245195594,,,,,,,0,1
244915918,,,,,,,0,1
244982420,,,,,,,1,1
244954652,,,,,,,0,0
245027143,,,,,,,1,0
245082080,,,,,,,0,1
245134001,,,,,,,0,0
244924362,,,,,,,1,0
245109007,,,,,,,0,1
245263988,,,,,,,1,0
245007618,,,,,,,0,1
244941357,,,,,,,0,0
245017579,,,,,,,0,1
245134690,,,,,,,0,1
245032968,,,,,,,0,1
245122972,,,,,,,0,1
245173376,,,,,,,1,1
245109202,,,,,,,0,0
245213805,,,,,,,1,0
245123673,,,,,,,0,1
245252035,,,,,,,1,0
245192732,,,,,,,1,0
245068670,,,,,,,1,1
245164070,,,,,,,1,0
245085733,,,,,,,0,0
245112009,,,,,,,0,0
245139035,,,,,,,0,1
245113335,,,,,,,0,1
245097300,,,,,,,0,0
245211680,,,,,,,0,0
245207349,,,,,,,0,0
245002625,,,,,,,1,1
245130785,,,,,,,0,1
244988076,,,,,,,0,0
244989852,,,,,,,0,0
245050992,,,,,,,0,0
245203124,,,,,,,1,0
244978939,,,,,,,1,0
245031484,,,,,,,0,1
245156859,,,,,,,1,1
245141837,,,,,,,0,1
245192632,,,,,,,0,0
244940238,,,,,,,0,0
245255853,,,,,,,0,0
245114303,,,,,,,0,1
245144869,,,,,,,1,1
234452549,,,,,,,0,1
245219300,,,,,,,0,0
245154614,,,,,,,1,0
245230114,,,,,,,0,0
245187599,,,,,,,0,1
245039399,,,,,,,1,0
245017074,,,,,,,0,1
245222618,,,,,,,0,0
245166411,,,,,,,0,0
245115152,,,,,,,1,1
244987941,,,,,,,0,1
245059651,,,,,,,0,0
245073909,,,,,,,0,1
245023726,,,,,,,1,0
244975278,,,,,,,0,0
245093323,,,,,,,0,1
245230876,,,,,,,0,0
245205150,,,,,,,0,0
245125185,,,,,,,0,0
245179121,,,,,,,1,1
245234987,,,,,,,0,0
245221849,,,,,,,0,0
245123351,,,,,,,0,1
245219174,,,,,,,0,0
245016006,,,,,,,1,1
245054374,,,,,,,0,1
245145342,,,,,,,0,0
245086245,,,,,,,0,1
232152481,,,,,,,0,1
245274940,,,,,,,1,0
245059937,,,,,,,1,1
245207237,,,,,,,0,0
244957041,,,,,,,0,0
245033243,,,,,,,1,0
123557109,,,,,,,0,0
245197173,,,,,,,1,0
245197003,,,,,,,0,0
245116487,,,,,,,0,1
244941308,,,,,,,1,1
245181605,,,,,,,1,0
244935946,,,,,,,1,1
245067723,,,,,,,0,0
245017662,,,,,,,0,1
121485641,,,,,,,0,0
245118618,,,,,,,0,1
244998183,,,,,,,0,0
244964388,,,,,,,1,1
245201458,,,,,,,0,0
245127198,,,,,,,0,1
245178613,,,,,,,0,0
245197919,,,,,,,1,0
244426039,,,,,,,1,0
245164362,,,,,,,1,1
245155363,,,,,,,1,0
245219075,,,,,,,0,0
245195554,,,,,,,1,0
244956328,,,,,,,1,1
244928989,,,,,,,0,0
245166556,,,,,,,1,1
235406931,,,,,,,0,0
244809328,,,,,,,0,1
244964165,,,,,,,0,1
245151772,,,,,,,0,0
245079181,,,,,,,1,0
244978166,,,,,,,0,1
230955955,,,,,,,0,0
245211749,,,,,,,1,0
245100654,,,,,,,0,1
245187644,,,,,,,0,0
244995910,,,,,,,0,1
245003341,,,,,,,0,1
245001864,,,,,,,0,1
245175958,,,,,,,0,0
245033408,,,,,,,0,0
245001107,,,,,,,0,0
245066625,,,,,,,0,0
232254174,,,,,,,0,0
244893714,,,,,,,0,1
245134991,,,,,,,1,0
233002772,,,,,,,0,1
245146663,,,,,,,0,1
245074962,,,,,,,1,0
245242310,,,,,,,1,0
245117687,,,,,,,1,1
243011937,,,,,,,0,1
245151259,,,,,,,1,0
245108786,,,,,,,0,1
245130395,,,,,,,0,1
245000473,,,,,,,0,0
240977167,,,,,,,0,0
244973549,,,,,,,0,1
245109005,,,,,,,0,0
245172661,,,,,,,0,0
245002801,,,,,,,0,1
245147074,,,,,,,0,1
245144179,,,,,,,0,1
245242520,,,,,,,0,0
245263898,,,,,,,1,0
245114830,,,,,,,0,0
245018680,,,,,,,0,0
245129735,,,,,,,0,1
237762803,,,,,,,1,1
245101821,,,,,,,0,1
245011540,,,,,,,0,1
245101581,,,,,,,1,0
245174582,,,,,,,1,0
245050054,,,,,,,1,0
245060509,,,,,,,1,1
245032460,,,,,,,1,0
245267552,,,,,,,1,0
245235731,,,,,,,1,0
244993415,,,,,,,1,1
245226965,,,,,,,0,0
245216956,,,,,,,1,0
245114232,,,,,,,0,1
245260492,,,,,,,1,0
124977485,,,,,,,0,0
245074105,,,,,,,0,0
245141648,,,,,,,0,1
245134834,,,,,,,0,1
245206813,,,,,,,0,0
245109754,,,,,,,0,0
245096247,,,,,,,1,0
245085521,,,,,,,0,1
245216212,,,,,,,1,0
244972870,,,,,,,0,0
245186988,,,,,,,0,1
245156634,,,,,,,0,0
245248821,,,,,,,0,0
122276423,,,,,,,0,1
245215899,,,,,,,0,0
245005348,,,,,,,1,1
245231283,,,,,,,0,0
244172549,,,,,,,0,1
245011240,,,,,,,1,1
245087655,,,,,,,1,0
244169346,,,,,,,0,0
244940096,,,,,,,0,0
245007640,,,,,,,0,0
245176404,,,,,,,0,0
245129651,,,,,,,0,0
245087192,,,,,,,1,0
244994428,,,,,,,0,0
244940734,,,,,,,1,1
245166637,,,,,,,0,0
245169178,,,,,,,1,1
244951529,,,,,,,1,1
245026285,,,,,,,1,0
245067488,,,,,,,0,0
245237571,,,,,,,0,0
245066218,,,,,,,0,1
244941981,,,,,,,0,1
245252386,,,,,,,0,0
244958574,,,,,,,0,1
245046424,,,,,,,0,1
245219921,,,,,,,0,0
245179519,,,,,,,0,0
244958853,,,,,,,1,1
245160052,,,,,,,0,1
245048439,,,,,,,0,1
245246645,,,,,,,1,0
244948228,,,,,,,1,1
245052096,,,,,,,0,0
245086141,,,,,,,1,1
245141010,,,,,,,0,0
245222823,,,,,,,0,0
244980877,,,,,,,0,1
245113134,,,,,,,1,0
245195075,,,,,,,0,1
245203018,,,,,,,0,0
245060035,,,,,,,0,1
244948206,,,,,,,0,1
245070431,,,,,,,0,1
245170381,,,,,,,1,0
245087529,,,,,,,0,1
245264666,,,,,,,1,0
245098198,,,,,,,0,1
245040822,,,,,,,1,1
245139492,,,,,,,0,1
245191123,,,,,,,0,1
120586180,,,,,,,0,1
245066692,,,,,,,0,0
231624723,,,,,,,0,1
245060448,,,,,,,0,1
245085838,,,,,,,0,1
245245320,,,,,,,0,0
228300783,,,,,,,0,0
245130793,,,,,,,1,0
245175987,,,,,,,1,0
244971931,,,,,,,0,1
244929913,,,,,,,0,1
245173003,,,,,,,1,1
245102860,,,,,,,0,1
245117371,,,,,,,0,1
244998042,,,,,,,0,1
245041369,,,,,,,0,0
245185767,,,,,,,1,0
244960284,,,,,,,0,1
245096916,,,,,,,0,1
231399297,,,,,,,0,0
244934853,,,,,,,0,1
245011665,,,,,,,1,1
245267712,,,,,,,1,0
245010747,,,,,,,0,0
245220880,,,,,,,1,0
244224934,,,,,,,1,0
244992884,,,,,,,0,1
231483189,,,,,,,0,1
244938746,,,,,,,0,0
245276724,,,,,,,1,0
238537994,,,,,,,1,1
245147018,,,,,,,0,0
244969008,,,,,,,0,0
245152478,,,,,,,1,1
244967954,,,,,,,0,0
245241928,,,,,,,0,0
245119775,,,,,,,1,0
245165315,,,,,,,0,0
245245857,,,,,,,1,0
245242599,,,,,,,0,0
245080086,,,,,,,1,1
244945304,,,,,,,0,0
245274140,,,,,,,0,0
245211183,,,,,,,0,0
245181028,,,,,,,1,1
245146769,,,,,,,0,1
125183291,,,,,,,0,0
245196697,,,,,,,0,1
244968768,,,,,,,1,1
245208221,,,,,,,1,0
242981431,,,,,,,0,1
245231191,,,,,,,1,0
244978365,,,,,,,1,0
245207313,,,,,,,0,0
245087395,,,,,,,0,1
245166250,,,,,,,1,0
245231280,,,,,,,1,0
245009817,,,,,,,1,0
245119279,,,,,,,0,0
245178870,,,,,,,0,0
245002170,,,,,,,1,1
245241921,,,,,,,1,0
244976937,,,,,,,0,0
244769932,,,,,,,0,1
245175670,,,,,,,0,1
245207805,,,,,,,1,0
245124078,,,,,,,0,1
122928053,,,,,,,0,1
245121858,,,,,,,1,1
244981673,,,,,,,1,0
244985220,,,,,,,1,1
245064427,,,,,,,0,1
232299915,,,,,,,0,0
245005137,,,,,,,0,0
245061811,,,,,,,0,1
245156215,,,,,,,0,0
245119276,,,,,,,0,1
245122726,,,,,,,0,0
245079974,,,,,,,0,1
244999927,,,,,,,0,1
245081081,,,,,,,0,0
245006811,,,,,,,0,1
121419779,,,,,,,0,1
230682475,,,,,,,1,1
245225662,,,,,,,0,0
245139607,,,,,,,1,0
245190526,,,,,,,1,0
121587810,,,,,,,0,0
245127798,,,,,,,0,0
245001074,,,,,,,1,0
245166758,,,,,,,0,0
245122661,,,,,,,0,0
244961413,,,,,,,0,0
245189886,,,,,,,1,0
245151263,,,,,,,1,1
244988235,,,,,,,0,0
245018758,,,,,,,0,0
244957463,,,,,,,0,1
245211239,,,,,,,1,0
245152917,,,,,,,0,1
244972981,,,,,,,0,0
245032726,,,,,,,0,1
245097749,,,,,,,0,1
245020882,,,,,,,0,1
245111747,,,,,,,0,0
245114793,,,,,,,1,0
245107207,,,,,,,0,1
239258520,,,,,,,0,0
239189315,,,,,,,0,0
245208536,,,,,,,1,0
245167150,,,,,,,0,0
245070152,,,,,,,0,1
245189930,,,,,,,0,1
232209150,,,,,,,0,0
245079638,,,,,,,0,1
245015763,,,,,,,1,0
245241144,,,,,,,0,0
245245614,,,,,,,0,0
245045820,,,,,,,1,1
245226752,,,,,,,1,0
245031700,,,,,,,1,1
245055899,,,,,,,1,1
245119231,,,,,,,0,0
245264643,,,,,,,1,0
245260947,,,,,,,1,0
245268599,,,,,,,0,0
245118057,,,,,,,1,0
244968234,,,,,,,1,0
245196280,,,,,,,0,0
245134032,,,,,,,0,1
238132718,,,,,,,0,0
245254873,,,,,,,0,0
228637899,,,,,,,0,1
245122050,,,,,,,0,0
245216679,,,,,,,0,0
244968432,,,,,,,1,0
245079380,,,,,,,0,0
245147033,,,,,,,0,0
245020857,,,,,,,0,0
124191400,,,,,,,1,1
244992443,,,,,,,1,0
245161253,,,,,,,0,0
245109288,,,,,,,0,1
245124499,,,,,,,0,1
244983963,,,,,,,0,0
245101445,,,,,,,1,1
245191408,,,,,,,0,1
245248822,,,,,,,1,0
245145007,,,,,,,0,0
244343999,,,,,,,0,0
244930494,,,,,,,0,1
245134405,,,,,,,0,1
245048592,,,,,,,0,1
245229989,,,,,,,1,0
244992854,,,,,,,0,0
244994795,,,,,,,0,0
245062083,,,,,,,0,1
245179655,,,,,,,0,1
245172564,,,,,,,0,0
245117037,,,,,,,0,0
245022246,,,,,,,0,0
245002612,,,,,,,0,1
245150697,,,,,,,1,1
245237941,,,,,,,0,0
245192197,,,,,,,1,0
245127778,,,,,,,0,0
245206233,,,,,,,1,0
245146178,,,,,,,0,1
228136703,,,,,,,0,1
244945002,,,,,,,0,0
243639081,,,,,,,0,0
245130843,,,,,,,0,1
245087543,,,,,,,1,0
245222720,,,,,,,0,0
244946039,,,,,,,0,0
244999200,,,,,,,0,1
245052064,,,,,,,0,0
244707998,,,,,,,0,0
245109783,,,,,,,1,0
245051039,,,,,,,0,1
245103662,,,,,,,0,0
245084643,,,,,,,1,0
240800215,,,,,,,0,0
245083738,,,,,,,0,1
244971981,,,,,,,0,1
245150925,,,,,,,0,0
245245019,,,,,,,0,0
245108924,,,,,,,0,1
244987758,,,,,,,0,1
245001955,,,,,,,1,0
245135078,,,,,,,0,1
244981895,,,,,,,1,1
245178576,,,,,,,0,0
244950365,,,,,,,1,0
245136511,,,,,,,0,0
229679062,,,,,,,0,1
245102053,,,,,,,0,1
244974964,,,,,,,0,1
245025820,,,,,,,1,0
245140836,,,,,,,0,1
245116632,,,,,,,0,1
245054736,,,,,,,0,1
245080643,,,,,,,1,1
245023422,,,,,,,0,0
245093889,,,,,,,0,1
244995266,,,,,,,0,0
240301144,,,,,,,0,1
245191260,,,,,,,0,0
245229361,,,,,,,0,0
245171501,,,,,,,0,0
245117802,,,,,,,1,1
237619009,,,,,,,0,1
244964420,,,,,,,0,1
245194953,,,,,,,0,0
245174307,,,,,,,0,0
245023097,,,,,,,0,1
245062532,,,,,,,1,1
244985608,,,,,,,0,0
241022009,,,,,,,0,0
245077679,,,,,,,0,0
245052809,,,,,,,0,0
245005071,,,,,,,0,1
245219056,,,,,,,1,0
245010094,,,,,,,1,0
244998467,,,,,,,0,0
245034956,,,,,,,0,0
240834432,,,,,,,0,1
245187208,,,,,,,0,0
243132731,,,,,,,0,1
245222813,,,,,,,0,0
245206328,,,,,,,0,1
245073721,,,,,,,1,0
245100226,,,,,,,0,0
245222747,,,,,,,0,0
244998351,,,,,,,0,0
244963890,,,,,,,0,0
245107901,,,,,,,1,1
245066358,,,,,,,0,1
245140954,,,,,,,0,1
245185032,,,,,,,1,1
245123820,,,,,,,0,1
244940615,,,,,,,0,1
245176272,,,,,,,0,0
245015743,,,,,,,0,1
244984637,,,,,,,0,0
245026585,,,,,,,0,0
245129607,,,,,,,0,1
245230449,,,,,,,0,0
245125042,,,,,,,1,0
245092794,,,,,,,0,0
245038240,,,,,,,1,1
245065450,,,,,,,0,1
245180700,,,,,,,0,0
245166314,,,,,,,1,1
245066217,,,,,,,0,0
245235673,,,,,,,0,0
245043866,,,,,,,0,1
238316705,,,,,,,1,1
245081832,,,,,,,0,1
245051811,,,,,,,0,0
245084972,,,,,,,0,1
244982933,,,,,,,0,1
245241980,,,,,,,1,0
245067079,,,,,,,1,0
244967357,,,,,,,0,0
245206858,,,,,,,0,1
244954935,,,,,,,0,1
245012736,,,,,,,0,1
245194911,,,,,,,0,1
245061672,,,,,,,1,1
245146709,,,,,,,1,0
245192118,,,,,,,0,0
245165556,,,,,,,0,1
245003389,,,,,,,0,1
245155994,,,,,,,0,1
237841751,,,,,,,0,0
245129298,,,,,,,0,1
245119384,,,,,,,1,1
232499129,,,,,,,0,1
245114453,,,,,,,0,0
244985957,,,,,,,0,1
244982066,,,,,,,0,0
245151284,,,,,,,0,0
245086877,,,,,,,0,1
245237039,,,,,,,1,0
245081041,,,,,,,1,1
245017332,,,,,,,0,0
245041596,,,,,,,0,1
245241388,,,,,,,0,0
245225926,,,,,,,0,0
245026424,,,,,,,1,1
245230802,,,,,,,0,0
243339969,,,,,,,1,0
245069499,,,,,,,0,1
245050020,,,,,,,0,1
245247135,,,,,,,0,0
245070223,,,,,,,0,1
245236514,,,,,,,0,0
245191726,,,,,,,1,0
245095611,,,,,,,0,1
245169471,,,,,,,1,0
244944558,,,,,,,0,1
245040739,,,,,,,0,1
244958771,,,,,,,0,1
245125244,,,,,,,0,0
245116610,,,,,,,0,1
245124991,,,,,,,0,1
245043324,,,,,,,0,1
245041371,,,,,,,0,1
245037171,,,,,,,0,1
244954634,,,,,,,0,0
245038326,,,,,,,0,0
245222000,,,,,,,0,0
245081746,,,,,,,0,0
245067325,,,,,,,0,0
245192885,,,,,,,0,0
245148651,,,,,,,0,1
245130495,,,,,,,0,1
237748997,,,,,,,1,1
245202776,,,,,,,0,0
235612545,,,,,,,0,1
244959003,,,,,,,1,0
245170854,,,,,,,0,1
245157051,,,,,,,1,0
245144130,,,,,,,0,1
245151468,,,,,,,1,0
245171752,,,,,,,0,1
245125204,,,,,,,0,1
244969150,,,,,,,1,1
245229335,,,,,,,1,0
245100990,,,,,,,0,1
244884430,,,,,,,0,1
245175492,,,,,,,0,1
245009933,,,,,,,0,1
244194895,,,,,,,0,1
245097875,,,,,,,0,0
245091571,,,,,,,0,1
245187355,,,,,,,0,1
245113640,,,,,,,0,1
245047332,,,,,,,1,1
245026616,,,,,,,1,1
245006447,,,,,,,1,0
244955304,,,,,,,1,0
244784977,,,,,,,0,0
245078511,,,,,,,1,1
245228859,,,,,,,1,0
245031529,,,,,,,0,1
245000431,,,,,,,1,0
245032204,,,,,,,0,0
125087008,,,,,,,0,1
245151022,,,,,,,1,1
245194497,,,,,,,1,0
245231025,,,,,,,1,0
245133235,,,,,,,0,1
245032258,,,,,,,0,0
234620288,,,,,,,0,1
245031601,,,,,,,0,1
245161635,,,,,,,1,0
245085757,,,,,,,1,1
245195482,,,,,,,0,0
245191638,,,,,,,0,0
245037741,,,,,,,0,1
244977107,,,,,,,1,1
244929619,,,,,,,0,0
245167003,,,,,,,0,0
245033886,,,,,,,1,0
245256463,,,,,,,0,0
245112277,,,,,,,1,1
245118305,,,,,,,0,0
245030128,,,,,,,0,1
245229535,,,,,,,0,0
245041738,,,,,,,1,1
244916111,,,,,,,0,0
238657019,,,,,,,0,1
245114198,,,,,,,0,1
245102727,,,,,,,0,1
245050363,,,,,,,0,1
232825622,,,,,,,0,1
244959180,,,,,,,1,1
245251138,,,,,,,1,0
245035197,,,,,,,0,0
245254165,,,,,,,0,0
245130875,,,,,,,1,0
245103334,,,,,,,1,1
245250890,,,,,,,0,0
245074204,,,,,,,0,1
245003276,,,,,,,0,1
244952809,,,,,,,0,0
245128655,,,,,,,0,1
245185567,,,,,,,0,1
244953491,,,,,,,0,1
245146975,,,,,,,0,0
245164778,,,,,,,0,0
245000555,,,,,,,1,1
245011409,,,,,,,0,0
245248322,,,,,,,0,0
245160203,,,,,,,0,0
245146839,,,,,,,0,0
245206300,,,,,,,0,1
245035626,,,,,,,1,1
245069622,,,,,,,0,0
245254334,,,,,,,0,0
245203425,,,,,,,1,0
244973360,,,,,,,0,1
245112138,,,,,,,1,1
245241695,,,,,,,0,0
245079915,,,,,,,0,0
241038033,,,,,,,1,1
245047899,,,,,,,0,1
245063804,,,,,,,0,0
245161723,,,,,,,0,1
245119404,,,,,,,1,1
244968829,,,,,,,1,1
245071184,,,,,,,0,1
244950753,,,,,,,0,0
245128749,,,,,,,0,0
245165646,,,,,,,1,1
245051087,,,,,,,0,1
245140429,,,,,,,0,1
245140994,,,,,,,0,0
240867204,,,,,,,1,0
245157319,,,,,,,0,1
245212184,,,,,,,1,0
245134439,,,,,,,0,0
244994508,,,,,,,0,0
244933013,,,,,,,0,0
245050514,,,,,,,0,0
245109323,,,,,,,0,1
245069234,,,,,,,1,1
245030462,,,,,,,1,0
245242292,,,,,,,0,0
244930651,,,,,,,0,1
230417892,,,,,,,0,0
245180498,,,,,,,0,0
245269200,,,,,,,1,0
245116629,,,,,,,0,1
245114224,,,,,,,1,1
