UNIQUE_ID,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13
245002211,3.0,3.25,2.75,1.0,1.25,5.5,1.5,2.75,1.5,1.0,2.25,2.0,1.75
245145478,3.0,,2.75,2.0,3.5,4.0,2.25,3.0,1.75,2.5,2.0,1.25,
245174483,3.0,3.5,3.5,2.0,4.0,4.25,1.25,1.0,1.25,1.0,3.0,1.0,2.75
245196679,4.0,3.5,4.0,1.0,3.25,5.25,1.0,4.0,1.0,1.0,2.0,1.0,1.5
245095772,4.0,4.0,4.0,1.0,4.0,5.75,1.0,3.25,1.0,1.0,1.5,1.25,2.75
245196191,2.5,3.75,3.25,2.0,4.0,5.5,2.0,2.0,1.0,1.0,2.0,1.0,1.75
245179388,2.75,3.25,3.0,1.25,2.5,5.75,1.25,2.25,1.25,1.5,1.5,2.0,2.25
245065963,4.0,4.0,4.0,1.0,4.0,5.25,1.0,4.0,1.0,1.0,1.0,1.0,1.25
244717253,1.0,3.25,2.0,2.25,2.0,4.75,1.0,1.75,1.0,1.5,3.0,1.75,2.5
245192226,4.0,4.0,4.0,1.0,4.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.25
245041593,3.25,4.0,4.0,1.0,2.5,6.0,1.75,3.25,1.0,1.75,1.75,1.75,1.25
244978087,2.0,4.0,3.5,2.0,1.5,5.5,1.25,2.25,1.0,1.0,2.0,1.5,2.75
245164766,3.25,4.0,3.75,4.0,3.25,5.5,1.0,2.0,1.0,1.0,1.0,1.0,1.5
245162191,4.0,4.0,4.0,2.0,4.0,5.5,1.75,1.0,1.0,1.0,1.75,2.5,3.25
244960629,1.75,2.5,2.0,2.25,1.75,4.75,2.75,2.0,1.5,2.0,4.0,3.0,2.5
123909477,3.0,4.0,3.25,2.0,3.0,4.75,1.0,1.75,1.0,1.25,1.5,1.5,2.5
244974233,3.0,3.5,4.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,2.25,1.0,2.0
245056057,4.0,3.0,2.5,1.0,2.75,4.5,2.25,2.25,1.25,1.0,1.0,1.25,2.25
245093482,2.0,3.25,2.25,2.5,3.0,4.0,1.25,3.25,1.0,2.25,3.0,2.0,2.5
245082221,2.75,3.0,2.75,1.0,1.5,4.75,1.5,2.25,1.25,1.75,2.5,2.5,1.75
245230523,4.0,4.0,4.0,1.75,4.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.25
245074553,1.5,3.25,2.0,2.5,1.25,4.0,1.5,2.75,1.0,2.75,4.0,2.0,1.25
245194878,3.5,4.0,3.25,1.75,4.0,5.5,1.0,2.5,1.0,1.0,1.25,1.75,2.5
244968781,1.5,4.0,2.75,3.5,2.25,4.5,1.25,1.25,1.0,2.5,2.75,2.0,2.5
242421923,3.25,3.25,3.25,1.5,4.0,4.5,1.0,3.5,1.0,1.5,2.0,1.25,1.75
242371925,2.0,3.75,3.75,1.5,3.25,3.75,2.75,2.5,2.5,1.0,3.0,2.0,2.25
245187247,2.0,3.5,3.5,2.0,3.25,4.25,1.25,4.0,1.75,1.0,4.0,1.5,2.0
241940845,4.0,3.75,4.0,1.0,3.25,5.25,1.0,3.0,1.0,1.0,1.0,1.0,1.5
245100512,3.25,4.0,3.25,1.75,2.5,5.25,1.0,2.25,1.5,1.0,1.5,1.25,2.25
245129138,3.0,4.0,2.25,1.5,1.75,4.0,1.0,2.75,1.0,1.75,2.0,2.0,2.25
242055660,2.75,3.75,2.75,2.0,2.75,4.75,1.0,1.75,1.25,1.0,2.75,1.75,2.25
245065643,2.75,3.5,2.5,2.5,2.5,4.25,1.25,1.5,1.0,1.0,3.5,1.5,1.5
245035190,2.0,3.75,3.0,2.25,4.0,5.5,1.25,4.0,1.0,2.0,2.0,1.0,1.5
245002654,2.25,3.5,4.0,1.25,1.75,5.25,1.75,2.0,1.0,1.0,2.75,2.5,2.25
245146520,2.25,2.25,3.0,2.0,3.25,4.75,1.0,3.0,1.0,1.0,1.75,1.5,2.25
245199171,2.5,2.5,2.25,1.5,1.0,4.0,1.5,2.75,1.75,1.5,2.5,2.0,1.75
230959113,3.25,4.0,2.5,2.5,1.75,4.75,1.0,4.0,1.0,1.0,1.0,1.0,1.25
245011925,2.75,4.0,2.75,4.0,2.25,2.5,1.0,4.0,1.0,1.75,1.75,2.0,1.25
245120932,2.5,3.0,1.75,2.0,1.0,5.0,1.25,2.0,1.25,1.75,2.5,2.75,2.5
245251393,1.5,2.5,2.25,3.75,3.0,4.25,1.5,2.0,1.0,2.25,3.25,1.0,2.75
245081983,3.25,3.0,2.25,1.75,1.0,4.25,1.0,3.5,1.0,1.0,2.25,2.75,2.0
245128083,3.0,3.5,3.25,3.0,2.75,3.5,1.0,3.25,1.0,1.0,1.75,1.5,2.0
244973542,2.0,3.25,3.75,3.25,3.25,5.25,1.0,3.25,1.25,1.0,2.0,2.0,1.75
245015135,2.75,3.25,2.25,2.0,3.25,4.75,1.75,2.75,1.0,1.0,2.5,1.0,1.75
244963428,2.5,2.5,4.0,1.0,2.5,4.25,1.0,1.0,1.0,1.0,2.5,2.5,3.5
244956369,3.0,3.5,2.5,2.25,2.25,4.5,1.0,2.75,1.5,1.5,2.0,2.5,3.25
245146187,2.25,2.0,2.5,2.25,1.0,3.0,1.5,2.5,1.75,2.0,2.5,2.0,2.75
245206140,1.5,2.75,2.5,3.5,2.5,4.5,1.75,2.5,1.75,2.25,2.5,3.0,3.25
245177379,1.5,3.5,2.75,2.0,1.75,,2.0,2.5,1.0,1.75,3.5,2.75,
245151212,3.25,4.0,3.5,1.75,3.5,5.0,1.0,2.75,1.0,1.0,1.25,1.0,1.5
245117450,2.5,3.5,4.0,3.5,2.5,6.0,1.0,2.25,1.0,1.0,2.5,1.75,2.0
245200680,3.5,4.0,4.0,1.5,3.0,4.25,1.25,3.75,1.5,1.0,1.75,1.25,2.0
245225982,4.0,4.0,4.0,1.0,4.0,5.25,1.0,3.0,1.0,1.0,1.25,1.0,2.25
245219092,4.0,3.75,4.0,4.0,3.25,5.75,1.0,1.5,1.0,1.0,1.0,1.0,2.25
235082813,1.0,4.0,4.0,1.0,1.75,5.25,1.0,1.0,1.0,1.0,4.0,1.0,1.25
242335093,2.0,3.0,1.75,3.25,1.0,5.25,1.0,2.5,1.0,1.75,2.25,1.25,1.25
245102950,2.5,2.5,2.75,2.0,2.25,4.0,2.0,2.75,2.0,2.0,2.5,2.0,2.75
245152627,1.5,3.0,2.25,3.75,1.0,3.75,2.5,3.0,1.0,1.0,4.0,1.0,1.75
244989447,3.0,3.25,2.75,2.5,2.75,3.75,1.0,1.75,1.0,1.25,3.0,3.75,3.75
245113931,2.0,3.5,3.0,2.5,1.75,4.25,1.0,2.0,1.0,1.25,2.75,1.5,2.0
245075242,2.5,3.25,2.5,1.0,1.5,5.5,1.0,2.0,1.0,1.0,3.75,1.0,1.25
245205289,3.0,3.5,3.5,2.0,1.0,5.75,1.0,1.0,1.25,1.25,1.5,1.0,2.0
245174812,2.5,4.0,3.25,1.75,4.0,5.5,1.0,4.0,1.0,1.0,3.25,1.0,2.0
245178544,2.75,4.0,3.25,3.25,4.0,4.5,1.25,1.5,1.0,1.25,1.0,1.25,2.25
244933261,2.75,4.0,4.0,2.25,4.0,5.5,1.0,1.25,1.0,1.0,3.0,4.0,1.75
240712461,3.5,3.75,4.0,1.75,4.0,5.25,1.0,4.0,1.0,1.0,1.25,1.0,1.25
245225629,1.75,2.25,2.5,3.0,1.5,4.0,1.75,1.75,1.0,2.75,3.5,2.5,2.5
245056746,4.0,3.75,3.75,1.75,3.0,4.0,1.5,3.25,1.25,1.0,1.0,1.0,1.75
245128569,2.75,3.0,3.75,3.0,1.5,4.75,1.0,1.75,1.0,1.0,3.0,1.5,2.0
245145429,3.25,3.5,3.25,1.25,1.0,3.75,1.0,2.0,1.5,1.25,2.25,2.5,2.75
245219658,3.75,3.0,3.75,1.0,2.5,4.5,1.0,2.5,1.0,1.0,1.0,1.75,1.25
244993323,3.5,2.5,4.0,1.0,3.75,5.0,1.25,2.5,1.0,1.0,2.0,1.75,3.0
244967808,4.0,3.5,4.0,3.0,4.0,4.5,1.0,1.0,1.0,1.0,1.0,1.5,2.25
245102041,2.25,3.0,4.0,1.0,4.0,5.25,1.75,2.25,1.0,1.0,3.25,1.25,1.75
244964170,3.0,2.75,2.5,2.0,3.25,4.25,1.0,2.0,2.0,2.0,2.0,3.25,3.0
244998541,3.0,3.25,3.5,1.5,3.5,5.0,1.75,2.75,2.0,1.0,1.75,2.75,2.75
245154287,1.25,3.5,2.75,2.0,1.5,5.25,1.25,2.25,1.25,1.25,3.5,1.5,1.75
244501036,4.0,3.75,4.0,1.0,3.75,4.75,1.0,1.75,1.0,1.0,1.0,1.5,3.25
245064173,3.5,3.75,3.5,2.0,2.75,5.25,1.25,2.5,1.0,1.0,1.25,2.0,2.75
242888078,3.25,4.0,4.0,1.0,3.25,5.5,1.0,2.5,1.0,1.0,2.75,1.0,1.5
245246864,1.0,2.75,2.0,1.0,1.0,4.0,1.75,2.5,1.75,2.0,4.0,2.5,1.75
245091704,1.75,2.75,3.0,2.25,1.0,4.5,1.0,1.0,1.0,2.5,3.75,1.5,2.0
245162382,1.5,3.25,2.75,2.5,1.0,5.5,1.0,4.0,1.0,1.0,2.75,1.25,1.25
234299473,2.25,3.0,2.75,2.75,3.0,4.25,1.75,2.0,2.0,1.75,2.25,2.75,2.5
245208000,3.0,3.25,3.25,2.0,3.5,5.5,1.0,2.5,1.0,1.25,1.25,2.25,2.0
245140080,2.5,3.25,3.25,2.75,3.25,6.0,1.0,3.25,1.0,1.0,3.25,1.0,1.25
243009491,3.0,3.0,2.0,3.25,3.75,5.25,1.0,3.5,1.0,2.25,3.25,1.5,2.25
245277635,3.0,4.0,2.75,2.0,3.75,4.5,1.25,2.25,1.0,1.75,1.5,1.5,2.25
245164982,4.0,3.25,3.0,1.25,2.5,5.5,1.5,2.75,1.75,1.5,1.0,1.5,1.75
245260447,3.5,3.75,3.75,1.5,1.5,4.5,1.0,2.25,1.0,1.5,1.75,1.75,2.25
245138901,3.0,3.25,2.75,1.75,3.75,4.5,2.25,2.25,3.0,1.75,2.0,2.0,2.5
237075452,1.25,3.75,3.5,2.75,2.0,4.75,1.5,1.0,1.0,2.0,2.75,1.5,2.25
245055374,3.75,4.0,3.75,1.75,1.75,4.75,1.0,2.0,1.0,1.0,1.0,1.5,2.25
245097067,4.0,4.0,3.25,1.5,4.0,5.5,1.0,3.5,1.25,1.0,1.0,1.0,1.75
242965602,2.75,4.0,4.0,1.0,2.5,5.0,1.0,2.5,1.0,1.0,2.0,1.0,2.25
245177148,2.5,2.0,4.0,2.25,2.5,5.25,1.0,2.5,1.5,1.0,4.0,1.0,1.5
245145086,3.0,3.25,1.75,2.5,2.0,4.25,1.75,1.25,1.0,1.25,2.5,1.75,2.0
245063681,2.0,4.0,4.0,1.5,3.0,5.0,1.25,2.75,1.0,1.0,2.5,1.25,1.5
244989658,2.25,2.25,3.25,3.0,1.25,4.5,1.5,1.5,1.0,2.0,2.25,2.5,2.5
245052408,3.0,3.0,2.5,1.5,1.75,5.0,1.0,2.75,1.0,1.0,2.0,1.0,2.0
245129831,4.0,4.0,3.0,1.0,3.25,5.75,1.0,3.0,1.0,1.0,1.0,3.0,1.75
244968475,2.0,3.5,2.25,2.0,1.5,4.75,1.0,2.5,1.0,2.0,1.75,1.5,2.25
245128371,2.25,3.0,2.5,1.75,2.25,3.75,1.75,1.75,1.5,1.25,2.75,1.75,2.5
245111715,2.75,4.0,3.25,1.25,1.75,4.25,1.25,2.0,1.0,2.0,2.75,1.0,2.0
245185362,3.0,3.75,3.5,1.25,3.5,5.75,1.25,2.25,1.0,1.0,1.75,2.0,1.5
245230745,4.0,3.5,2.5,1.0,1.75,6.0,1.5,1.75,1.25,1.0,1.75,2.0,1.5
129145411,3.25,4.0,4.0,1.25,2.5,5.0,1.25,2.25,1.0,1.0,2.5,1.0,1.25
245061921,3.25,3.25,2.5,1.0,1.75,5.25,1.0,1.0,1.0,1.25,3.25,1.0,2.0
245147945,1.5,3.5,2.25,3.0,1.0,3.75,1.0,1.0,1.0,2.0,4.0,1.25,1.25
245078726,1.75,2.75,2.75,1.25,2.75,4.5,2.0,2.0,1.25,1.75,3.75,2.0,2.0
245187629,4.0,4.0,4.0,1.0,3.25,6.0,1.75,2.75,1.0,1.0,1.0,1.0,2.25
245039435,2.75,3.75,3.0,1.5,1.75,5.5,1.0,1.75,1.0,1.25,3.0,2.0,2.0
245089488,3.5,4.0,4.0,1.0,3.25,5.75,1.0,2.25,1.0,1.0,1.25,1.75,1.75
244916112,4.0,4.0,4.0,1.0,3.25,5.5,1.0,3.25,1.0,1.0,1.0,1.75,1.25
245190131,3.5,3.75,3.25,4.0,4.0,4.0,1.25,1.25,1.0,2.0,1.5,2.0,2.25
240973044,2.0,3.75,2.0,2.25,1.75,3.75,1.75,1.75,1.0,1.75,3.25,1.0,1.5
245112464,2.0,3.5,2.75,2.0,1.5,5.5,1.0,2.5,1.5,1.5,3.0,2.0,2.0
245145662,1.0,3.25,4.0,2.25,4.0,5.5,1.0,1.25,1.0,1.0,1.0,1.0,2.25
245114564,3.0,3.5,3.25,2.0,4.0,4.75,1.25,3.25,1.0,1.0,2.25,2.0,1.5
245085918,3.5,3.75,2.5,1.75,1.0,4.75,1.75,2.25,1.0,1.0,3.75,1.25,2.25
231656424,2.25,2.75,3.25,2.5,2.5,5.0,1.25,2.25,1.0,1.0,1.75,1.0,2.25
245134307,4.0,3.5,4.0,2.0,4.0,4.75,1.0,2.25,1.0,1.0,1.25,1.25,2.25
245097489,3.0,4.0,2.75,2.5,3.5,5.25,1.0,1.75,1.0,1.5,2.75,1.0,2.0
245056434,2.75,3.5,3.75,1.0,1.0,,1.0,3.25,1.0,1.25,2.0,2.5,1.5
245119619,1.5,4.0,3.25,2.75,1.75,6.0,1.0,1.5,,1.0,3.0,3.25,2.5
245062325,3.75,3.75,,1.25,2.5,4.75,1.0,2.0,1.0,,1.0,,1.75
245117785,4.0,4.0,3.75,1.5,2.25,4.5,1.75,3.0,1.5,1.0,2.5,2.5,2.5
240791356,4.0,3.5,4.0,1.0,4.0,5.25,1.5,3.25,1.75,1.0,1.25,1.0,2.25
245157177,4.0,4.0,4.0,3.5,4.0,4.75,1.0,2.75,1.0,1.0,1.0,1.0,1.5
240316864,3.25,4.0,3.75,2.25,2.25,4.75,1.0,2.25,1.0,1.5,2.0,1.0,2.0
245075773,4.0,3.75,2.5,3.0,1.5,4.0,1.25,2.5,2.0,,1.0,2.0,1.75
244973488,3.0,3.25,4.0,1.5,1.0,5.5,,,1.0,1.0,2.75,,2.25
244967366,4.0,4.0,4.0,1.0,2.25,4.5,1.25,3.75,1.0,1.0,1.0,1.25,1.25
245036066,2.5,3.0,3.0,2.0,2.5,5.0,,,,1.5,3.0,3.0,3.0
245174877,2.0,2.5,2.0,1.75,1.5,4.0,1.25,2.0,1.5,2.0,2.5,2.25,2.5
245123983,3.25,4.0,4.0,1.0,4.0,5.25,1.0,3.75,1.0,1.0,1.0,1.0,1.25
245169346,1.75,3.0,3.0,3.0,2.75,4.5,1.5,1.75,1.0,1.0,2.5,1.25,2.5
244959435,1.0,3.75,1.5,3.75,1.0,4.5,1.25,2.75,1.0,1.75,3.0,1.5,1.75
245101810,2.25,3.25,3.75,1.75,2.0,5.0,1.0,2.0,2.0,1.0,3.0,2.5,2.25
245190875,1.0,3.0,3.0,3.25,2.5,5.0,2.5,2.25,1.75,1.5,3.25,2.0,2.25
245160708,1.5,3.5,3.75,3.75,3.25,6.0,1.0,1.25,1.0,1.0,1.0,2.25,2.25
244945773,2.25,2.25,4.0,2.0,1.75,3.5,2.75,1.0,1.5,1.75,3.0,1.75,4.0
245257079,3.5,3.5,3.5,1.5,1.0,5.75,1.0,2.0,1.0,1.25,1.5,2.0,1.75
245166657,3.5,2.5,2.25,1.75,1.5,5.5,1.25,1.75,1.0,1.25,2.75,2.5,2.5
245101784,4.0,4.0,2.75,1.0,2.5,5.25,1.0,3.25,1.0,1.0,1.25,1.75,2.0
245041354,3.25,3.75,3.25,1.0,4.0,5.0,1.75,2.75,1.0,1.0,1.75,1.0,1.75
245167467,2.5,4.0,3.75,1.75,3.25,5.25,1.25,3.25,1.0,1.25,3.0,1.25,1.25
239538250,4.0,3.25,4.0,2.5,4.0,5.75,1.0,1.0,1.0,1.0,1.0,1.0,
245075677,3.0,3.75,3.0,2.0,3.0,5.25,1.0,2.25,1.5,1.0,2.25,2.0,2.5
245175352,3.0,3.75,3.5,1.5,3.25,5.0,1.25,1.5,1.25,1.25,2.25,1.75,2.25
245205899,3.5,3.75,3.0,1.0,2.5,4.25,1.0,2.25,1.0,1.0,2.0,2.75,2.25
245191793,3.75,3.25,4.0,2.0,4.0,5.25,2.5,3.0,1.0,1.0,1.0,1.0,1.25
245087610,3.0,3.75,3.25,2.0,1.0,6.0,1.25,1.5,1.0,1.0,2.0,1.0,2.5
238695168,4.0,4.0,2.5,1.0,3.25,5.25,1.0,3.25,1.0,1.0,1.0,1.0,2.0
245015503,3.0,3.5,3.75,3.25,1.25,3.5,1.0,3.5,1.0,1.75,3.5,1.0,1.75
245108309,3.75,4.0,4.0,1.0,4.0,5.5,1.0,4.0,1.0,1.0,1.75,1.0,2.5
244950737,1.75,3.0,3.0,2.0,2.0,5.25,1.5,2.5,1.25,2.0,3.25,,2.25
245235327,3.0,2.75,3.0,3.0,2.0,4.25,1.25,1.5,1.25,1.5,2.5,2.5,3.0
244973285,3.25,3.75,4.0,1.0,4.0,5.25,1.0,4.0,1.0,1.0,1.0,1.0,2.0
245202802,2.0,4.0,3.0,1.75,4.0,5.0,1.0,3.25,1.0,1.25,2.5,1.0,1.75
244946157,3.75,4.0,4.0,1.5,4.0,6.0,1.0,4.0,1.0,1.0,1.0,1.75,1.25
244935501,3.25,4.0,3.25,2.25,1.0,5.75,1.5,2.25,1.0,1.0,1.25,2.0,1.25
245237438,1.75,3.0,2.25,3.25,1.0,4.25,1.75,1.25,1.0,2.5,3.0,2.0,3.25
245165587,3.25,3.25,2.75,1.5,1.5,4.75,1.25,2.75,1.0,1.5,,2.75,2.0
245119183,3.0,3.25,2.75,2.0,3.25,4.25,2.25,2.5,2.25,1.5,2.0,2.25,2.0
245144775,2.0,3.0,3.25,1.75,4.0,5.75,1.75,2.25,1.0,1.0,1.75,1.0,2.0
245141222,2.0,4.0,3.5,2.5,3.25,4.5,1.0,1.5,2.25,1.75,3.0,2.5,3.0
245101398,4.0,2.5,2.5,1.0,1.0,5.25,1.0,1.0,1.0,1.0,4.0,1.75,1.25
245216949,3.25,3.0,2.75,3.5,2.25,4.75,2.25,3.25,1.25,1.25,2.75,1.25,1.5
245042277,2.0,3.25,3.75,4.0,4.0,5.5,1.25,1.0,1.0,1.0,3.0,1.75,2.5
237480375,4.0,4.0,4.0,1.0,4.0,4.5,1.0,3.75,1.0,1.0,1.0,1.75,1.75
245156326,3.25,3.75,2.5,2.5,1.75,6.0,1.5,2.25,1.25,1.25,2.75,1.5,1.75
245236443,2.0,3.25,1.5,1.75,3.25,4.25,2.0,2.75,1.0,1.75,3.25,1.25,2.25
245010799,2.0,4.0,3.25,1.75,1.75,4.5,1.0,1.0,1.0,1.0,1.75,1.75,2.0
245079247,2.5,3.75,3.25,3.0,1.75,4.0,1.0,2.25,1.0,1.0,2.5,1.0,2.25
245169248,3.0,3.0,3.0,1.5,3.0,4.25,1.75,3.0,1.25,2.0,1.75,2.0,2.75
245135782,3.25,4.0,3.0,1.75,3.75,4.0,1.0,2.75,1.0,1.25,2.0,2.0,
245236689,2.0,3.0,2.25,2.0,1.75,4.0,2.0,2.5,1.75,2.0,2.25,2.0,2.75
244968904,3.0,3.5,3.5,1.5,3.25,4.5,1.0,2.5,1.0,1.0,2.25,1.25,2.0
245237050,2.75,4.0,2.25,1.0,2.0,5.5,1.75,1.5,1.0,1.0,2.5,1.5,2.25
245242785,3.75,3.5,4.0,1.0,1.0,5.25,1.0,1.75,1.0,1.0,1.75,2.0,2.0
245159788,2.75,3.0,3.0,2.0,1.0,4.5,2.0,2.0,1.0,2.0,1.75,2.0,3.0
245260932,3.5,3.75,3.75,1.5,4.0,6.0,1.0,2.5,1.0,1.0,1.25,1.0,1.75
244973245,1.25,3.5,2.5,3.0,1.0,4.5,1.0,2.0,1.0,2.0,3.75,1.25,1.75
245207162,2.0,3.5,1.75,3.0,1.0,4.25,1.25,1.75,1.0,1.5,3.0,1.25,2.25
245037821,1.0,3.25,3.25,3.25,3.5,4.25,1.0,2.5,1.75,1.0,4.0,1.75,
244930327,1.5,3.0,3.25,3.25,3.5,4.5,1.75,2.5,1.5,1.25,3.25,1.5,2.5
245152339,4.0,4.0,3.5,1.75,1.75,4.0,1.0,1.75,1.0,1.25,1.5,3.0,1.5
245246116,2.25,2.75,2.5,2.75,3.75,5.0,1.5,2.5,1.25,1.25,2.5,1.5,2.0
245006895,2.25,3.75,3.5,3.25,1.75,5.25,1.0,3.0,1.0,1.25,2.5,1.75,1.5
245237582,2.25,3.5,3.25,3.75,4.0,6.0,2.5,2.5,1.0,1.75,1.0,1.0,1.25
244981996,3.5,3.25,4.0,1.0,2.25,5.25,1.0,2.0,1.0,1.0,2.25,1.0,1.25
245031324,2.0,3.25,3.0,2.75,1.75,4.0,2.0,2.0,2.0,1.75,2.75,2.0,2.75
243459639,3.0,3.0,3.0,2.0,2.0,4.25,1.5,3.0,1.25,2.0,2.0,2.25,2.75
245207429,4.0,4.0,4.0,2.5,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25
245023444,2.0,3.0,2.0,1.75,1.75,4.0,2.0,2.0,1.5,2.5,3.25,3.0,3.0
245069771,4.0,4.0,3.25,1.75,2.5,5.75,1.0,1.75,1.0,1.0,1.75,1.25,1.25
245241754,3.75,3.0,3.0,2.0,1.0,4.5,1.25,2.25,1.75,2.0,1.25,2.5,3.25
244942240,1.0,1.25,1.75,4.0,1.75,3.0,1.75,2.5,1.0,2.5,3.25,1.0,2.75
235892525,3.25,4.0,2.5,1.0,1.75,5.25,1.0,2.5,1.0,1.0,1.0,1.75,1.25
245102127,3.0,3.0,2.75,2.0,2.5,4.0,1.75,2.75,1.75,1.75,1.75,2.25,2.5
241981144,1.75,4.0,3.0,1.75,3.75,5.5,1.0,1.75,1.0,1.0,3.25,1.0,1.5
245161664,3.25,4.0,3.25,4.0,3.75,4.75,1.0,3.0,1.0,1.0,2.75,1.5,2.25
244406886,4.0,3.25,2.75,1.0,4.0,4.5,1.0,2.0,1.0,1.0,1.75,2.0,2.25
245186119,2.0,2.75,3.0,2.0,1.0,4.0,1.0,2.5,1.0,1.5,2.5,2.25,2.5
245274036,3.0,,3.25,2.0,1.75,4.5,1.0,2.5,1.0,,1.75,1.25,1.5
245130852,4.0,4.0,4.0,1.0,1.75,6.0,1.0,3.25,1.0,1.0,1.0,1.75,1.25
245187400,2.75,3.75,2.5,2.0,2.75,5.0,1.25,1.75,1.0,1.25,2.25,1.5,1.75
245112093,1.75,3.75,2.0,2.5,3.25,4.25,1.0,1.75,1.0,1.75,3.0,2.0,2.0
245186635,1.0,3.0,2.0,4.0,1.25,4.75,1.0,1.75,1.0,1.5,3.25,1.25,2.25
242837416,3.0,3.25,2.0,1.75,1.5,5.0,1.25,1.75,1.0,2.25,2.0,2.25,2.25
245264576,2.25,3.25,2.75,1.25,1.5,4.5,1.75,2.0,1.5,2.0,2.25,2.5,2.5
245033581,1.0,3.25,3.5,1.0,2.0,4.25,1.75,3.0,1.25,1.75,3.25,2.0,1.5
245146350,3.25,3.25,2.75,1.0,1.75,5.5,1.0,3.0,1.0,1.75,1.5,1.25,2.25
245061235,3.5,3.25,1.5,1.5,2.5,4.5,2.0,1.0,2.25,1.75,2.25,2.5,3.0
245185126,2.75,3.75,2.25,2.0,3.75,4.0,3.0,4.0,1.75,1.0,1.75,1.0,4.0
245147875,2.25,3.5,2.75,2.25,2.75,5.0,1.5,2.5,1.0,1.75,3.25,2.0,2.25
245176331,1.75,3.5,2.0,3.0,1.0,4.0,1.5,2.5,1.25,1.75,3.25,1.75,2.5
245222822,2.5,3.25,3.75,3.5,1.5,4.0,1.0,3.25,1.25,1.25,2.75,1.75,2.5
245091506,4.0,4.0,4.0,1.0,4.0,6.0,1.0,2.5,1.0,1.0,1.0,1.0,1.25
245242793,,3.75,2.5,,2.5,,1.75,1.0,1.0,1.0,2.25,1.0,1.5
245032625,,3.0,3.25,,3.5,,1.5,4.0,1.25,1.5,,2.0,2.0
245189925,2.5,3.75,1.5,2.0,1.5,4.0,1.75,2.75,1.0,1.5,3.25,1.75,2.5
243144272,3.0,4.0,3.0,2.5,3.0,5.0,1.5,3.0,1.25,1.5,1.75,1.0,1.75
244998660,3.0,3.25,3.25,1.0,2.25,5.25,1.25,3.0,2.0,1.0,2.75,2.0,2.75
245165262,1.75,3.0,2.0,3.0,1.5,4.5,1.75,3.5,1.0,2.25,2.25,3.25,2.75
245057548,2.0,3.75,2.5,2.0,2.5,5.25,2.0,2.25,1.25,1.75,2.25,2.0,2.5
245226880,1.0,4.0,2.75,1.5,2.5,3.75,1.0,2.25,1.75,1.75,3.25,1.5,1.5
245197478,2.75,3.75,4.0,2.5,1.75,5.0,1.0,3.25,1.0,1.0,2.0,1.0,1.75
245191321,3.25,4.0,4.0,1.0,3.0,5.75,1.0,4.0,1.0,1.0,1.0,1.0,2.0
245114509,2.0,2.5,2.75,2.75,2.0,4.75,2.25,2.25,1.75,2.0,2.75,3.0,3.5
244978066,,3.0,3.5,1.25,2.5,4.25,2.0,1.75,2.0,1.75,1.5,2.5,2.5
245176658,1.0,4.0,4.0,3.5,1.75,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.75
244971877,3.0,3.25,2.0,1.0,1.75,4.5,1.75,2.0,1.25,1.75,1.0,1.75,2.5
245242812,4.0,3.5,4.0,,4.0,5.0,1.75,4.0,1.0,1.0,1.75,1.0,2.0
245156051,3.5,3.5,3.75,1.25,3.5,4.0,2.5,3.5,2.5,1.25,1.75,1.75,2.25
241722036,1.25,3.5,1.5,2.75,2.25,4.25,1.75,2.75,1.5,1.75,3.75,2.5,3.0
245015403,3.5,4.0,3.75,1.0,1.0,5.75,1.0,1.5,1.0,1.0,1.0,1.25,1.5
245138925,1.0,3.25,3.25,2.75,3.25,5.5,1.0,2.0,1.75,1.0,3.25,1.25,2.75
245160904,1.5,4.0,3.0,1.75,1.5,5.75,1.0,2.25,1.0,1.25,2.75,1.5,1.75
244949910,4.0,4.0,4.0,2.5,4.0,6.0,1.0,2.5,1.0,1.0,1.0,1.0,1.25
245142200,3.5,3.75,2.5,2.0,1.25,5.25,1.0,2.25,1.0,1.25,1.25,1.0,1.25
245134464,2.25,2.5,2.25,3.25,3.25,4.5,1.25,1.25,1.25,2.25,2.0,2.0,2.0
245139805,1.0,2.25,3.25,3.0,1.75,4.0,1.25,3.25,1.75,2.25,2.5,1.5,3.0
245107782,3.5,3.5,3.5,1.25,2.0,4.5,1.25,2.25,1.25,1.25,2.0,1.25,1.75
244944476,3.25,3.0,2.75,3.0,1.75,6.0,1.25,1.75,1.25,1.0,2.25,1.5,2.75
245225637,1.5,3.25,2.25,3.5,1.5,3.75,1.5,2.0,1.25,2.25,4.0,2.75,2.0
245111821,3.5,4.0,2.75,2.75,3.25,5.0,1.5,2.75,1.0,1.5,2.5,1.0,1.25
245195379,3.75,4.0,4.0,1.75,3.0,4.75,1.5,2.5,1.75,1.0,1.5,2.0,2.25
245114964,1.0,2.75,2.5,3.5,1.0,5.25,1.0,2.75,1.0,1.0,2.5,2.25,2.25
